PROGRAMA;A;B;C;D;E;F_;G;H;I;J;K;L;M;N;O;P;Q;R;S;T_;U;V;W;X;Y;Z;AA;AB;AC;AD;AE;AF;AG;AH;AI;AJ;AK;AL;AM;AN;AO;AP;AQ;AR;AS;AT;AU;AV;AW;AX;AY;AZ;BA;BB
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;8;9;8;8;9;8;8;8;9;9;9;9;9;9;8;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;6;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8
Educacion, Mencion Comunicacion Educativa;7;9;9;9;9;9;7;9;9;9;7;7;9;9;9;9;9;8;8;9;7;9;9;9;9;9;7;3;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;8;9;7;9;8;9;8
Educacion, Mencion Comunicacion Educativa;8;9;9;8;9;9;8;8;9;8;8;8;9;8;9;9;9;9;9;8;8;8;8;8;8;8;8;8;7;9;8;9;9;8;9;9;8;9;9;9;8;9;8;8;8;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;5;9;5;5;9;9;5;9;9;9;5;6;9;5;9;9;9;5;6;8;9;9;9;9;9;9;9;5;5;4;5;9;9;9;9;9;9;9;9;8;9;9;4;8;8;6;9;9;9;9;9;8;9;7
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;7;9;9;8;8;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;5;5;9;9;5;5;5;5;9;8;9;9;9;9;9;9;9;5;5;9;5;8;9;5;5;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;8;9;9;9;9;9;9;9;9;9;9;9;9;9;6;9;9;9;9;5;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;8;9;9;8;8;8;8;8;9;9;8;9;9;8;9;9;9;6;8;9;8;8;5;8;8;8;5;9;9;9;9;8;8;9;8;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;7;7;8;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;6;8;7;7;7;6;8;8;7;6;7;7;7;6;7;7;7;8;7;8;8;8;7;8;8;8;6;7;7;5;7;7;7;6;6;7;7;7;7;7;8;7;6;6;7;8;7;7;7;7;7;7;7;7
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;8;8;8;8;9;9;9;7;8;8;8;8;8;8
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;6;6;8;9;7;9;9;6;6;6;9;9;9;9;9;9;9;4;9;9;9;9;9;9;9;8;9;9;9;9;9;9;4;9;9;9;9;7;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;7;9;9;9;9;9;8;8;8;8;9;9;8;8;9;9;9;9;9;8;8;8;9;6;8;7;5;8;7;8;7;8;8;7;8;8;8;8;7;7;7;7;8;8;8;8;8;8;8;8;9;8;8
Educacion, Mencion Comunicacion Educativa;8;8;9;8;8;9;9;9;9;8;9;9;9;9;8;8;9;8;8;9;8;8;8;8;9;9;8;8;8;8;8;9;9;8;8;8;9;9;8;8;8;8;8;8;9;8;8;8;8;8;8;8;8;9
Educacion, Mencion Comunicacion Educativa;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;6;7;9;9;9;9;9;9;9;7;6;9;9;6;9;9;9;9;6;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;9;9;9;9;9;9;9;5;8;9;8;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;9;8;7;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;7;5;1;5;6;8;5;9;9;6;6;5;7;8;8;8;8;7;7;8;7;5;5;5;8;8;5;5;5;8;8;8;9;5;5;5;7;7;1;8;5;5;1;8;7;7;7;7;7;7;9;7;9;7
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Gestion del Talento Humano;9;9;7;9;9;9;9;9;9;9;7;7;9;8;8;7;7;7;7;8;9;9;5;7;7;7;7;5;8;7;5;8;9;1;7;7;7;7;1;9;7;7;5;7;7;9;9;7;6;6;8;8;7;7
Gestion del Talento Humano;9;7;9;8;9;9;8;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;9;8;8;9;9;9;9;9
Gestion del Talento Humano;8;7;8;8;9;9;8;9;7;7;7;7;9;8;8;8;8;8;8;8;9;7;7;8;6;8;7;5;6;5;5;7;8;2;6;8;7;8;3;7;7;9;3;7;6;8;7;7;6;7;8;8;7;8
Gestion del Talento Humano;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;6;9;9;9;9;9;8;7;8;9;9;9;9;9;7;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Gestion del Talento Humano;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Gestion del Talento Humano;9;9;9;9;9;9;9;9;9;9;9;8;9;9;8;8;9;9;9;9;9;9;9;8;9;9;9;8;8;5;8;9;9;9;9;8;8;8;9;9;9;9;7;8;9;9;9;9;9;9;9;9;9;9
Gestion del Talento Humano;9;9;9;9;9;9;7;7;9;8;7;7;9;9;9;9;9;8;8;8;8;8;8;8;7;7;7;6;7;3;1;7;6;6;8;8;8;9;9;9;9;9;6;6;9;6;6;7;6;7;7;7;9;8
Gestion del Talento Humano;7;6;6;8;8;8;9;9;9;9;9;7;8;9;8;8;8;8;8;9;8;7;7;8;8;8;5;5;8;5;8;7;8;6;9;8;8;8;6;9;8;9;5;7;8;6;6;9;7;7;8;9;9;8
Gestion del Talento Humano;6;7;6;8;9;8;7;9;5;7;8;7;9;7;8;7;8;7;8;8;9;8;8;8;8;7;9;8;6;8;9;7;9;8;9;9;6;7;6;8;8;8;4;8;8;8;7;8;7;7;8;8;9;8
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;9;9;9;9;9;9;9;5;8;9;8;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Gestion del Talento Humano;9;9;9;9;5;9;9;9;9;9;7;8;9;9;8;9;8;9;9;9;8;7;5;9;5;7;9;3;9;7;9;9;9;5;9;9;7;9;4;9;9;4;5;9;9;9;9;9;9;8;9;9;8;9
Gestion del Talento Humano;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;9;9;9;9;8;8;8;8;9;9;9;8;8;8;9;9;8;9;9;8;8;7;8;9;9;9;9;9
Gestion del Talento Humano;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Administracion de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Gestion del Talento Humano;9;9;8;9;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;8;8;9;9;9;9;9;9;8;9;8;9;9;9;9;9;9;9;9;8;9;8;9;9;9;9;9;8;9;9;8;8;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;8;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Tecnologias de la Informacion, Mencion Seguridad de Redes y Comunicaciones;7;9;9;7;6;8;9;9;9;9;8;9;9;9;9;9;9;8;9;9;7;9;7;9;9;9;8;9;9;9;9;9;9;9;8;9;8;9;9;8;9;9;7;9;8;9;9;9;9;8;9;9;9;8
Gestion del Talento Humano;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;5;9;9;9;9;9;9;9;9;9;9;9
Gestion del Talento Humano;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;6;9;9;9;9;9
Gestion del Talento Humano;6;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;6;8;9;9;9;7;9;7;5;1;7;9;9;8;9;8;8;9;9;9;8
Gestion del Talento Humano;9;9;9;9;9;9;9;8;9;8;8;9;9;9;9;9;7;9;9;8;8;7;4;8;9;9;8;6;9;1;3;5;9;8;8;9;8;8;9;9;9;9;1;8;8;8;8;9;7;8;9;9;9;8
Gestion del Talento Humano;7;9;9;9;9;9;9;9;6;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;9;8;7;9;1;4;6;8;5;9;9;8;9;9;9;9;9;3;8;9;9;9;8;8;9;9;9;9;8
Gestion del Talento Humano;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;8;8;5;6;7;9;6;9;9;9;9;9;9;6;7;5;9;9;9;9;9;9;7;9;9;9;8
Gestion del Talento Humano;8;9;9;9;9;9;9;9;8;9;8;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;6;8;6;7;6;7;9;8;9;9;9;7;8;9;9;6;8;8;8;8;7;8;8;8;8;9;8
Gestion del Talento Humano;8;9;9;9;9;9;9;9;8;9;8;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;6;8;6;7;6;7;9;8;9;9;9;7;8;9;9;6;8;8;8;8;7;8;8;8;8;9;8
Gestion del Talento Humano;8;9;9;8;9;9;9;9;9;9;9;9;9;9;8;8;9;8;9;9;9;9;8;9;9;8;8;8;9;9;8;9;9;6;7;8;9;8;9;9;9;9;8;9;9;9;9;8;9;8;9;9;9;9
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;8;8;9;9;7;9;8;9;9;8;8;8;8;7;8;7;8;8;8;7;8;7;8;7;9;8;7;8;9;9;9;8;8;9;8;8;8;9;8;8;8;9;8;8;8;8;9;8;8;8;9;8;8;8
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;6;4;7;7;7;7;8;8;5;7;7;8;8;7;7;8;8;8;8;8;7;7;7;7;6;6;6;6;6;8;6;7;6;8;7;7;8;7;7;7;7;8;6;8;8;6;7;6;7;6;8;6;7;7
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;7;7;8;8;8;8;7;8;7;7;7;8;9;9;9;8;7;8;8;9;9;6;6;7;8;7;5;6;7;8;8;8;8;6;6;8;7;7;7;8;6;8;4;8;7;7;6;8;7;6;7;7;7;7
Gestion del Talento Humano;7;8;9;7;8;8;7;8;2;6;7;7;8;8;8;8;8;8;8;9;7;7;7;7;5;5;3;2;8;5;5;8;9;5;5;7;7;8;3;5;5;5;2;5;7;8;7;5;5;5;7;7;7;7
Gestion del Talento Humano;9;9;9;9;9;9;9;9;9;9;8;8;9;9;9;9;9;9;9;9;9;8;9;9;9;8;9;8;9;8;7;7;7;7;7;9;9;7;7;8;8;8;8;6;8;9;9;9;6;7;9;9;9;9
Gestion del Talento Humano;3;6;7;5;9;5;9;9;9;9;7;8;9;9;9;9;9;9;9;9;9;9;5;7;5;6;5;5;6;3;3;4;7;2;7;8;6;6;1;5;8;7;3;6;7;6;7;5;4;4;8;9;8;7
Estadistica, Mencion Estadistica Aplicada;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Gestion del Talento Humano;7;7;8;8;9;6;6;8;8;7;6;6;8;7;6;6;6;7;7;7;6;7;7;7;8;8;7;8;6;6;6;8;9;9;8;8;8;8;8;8;8;9;7;8;8;7;7;7;7;9;8;8;8;8
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;8;9;9;9;9;9;9;9;9;9;9
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;8;9;9;9;9;9;9;9;9;9;9
Gestion del Talento Humano;7;7;7;7;7;7;7;8;8;7;7;7;7;8;8;8;8;8;2;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
Gestion del Talento Humano;9;9;9;9;9;9;9;9;9;9;8;7;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;5;9;9;9;5;9;9;9;9;9;9;9;9;5;9;9;9;9;9;9;9;9;9;9;9
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;8;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;8;9;7;9;9;9;8;9;9;8;8;8;6;6;8;4;9;9;9;9;4;8;8;9;9;9;9
Gestion del Talento Humano;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;5;8;7;7;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;4;7;8;8;9;7;7;9;3;4;4;5;9;9;7;7;7;7;7;7;5;6;5;7;9;7;3;6;5;5;9;9;9;7;5;7;6;7;7;9;9;9;4;9;5;7;7;6;8;7;7;7;7;7
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;9;9;9;9;9;8;9;9;7;9;9;9;9;8;8;9;9;9;9;9;9;8;8;9;9;9;7;5;9;9;8;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;8;9;8;9;9;9;9
Ingenieria Quimica, Mencion Alimentos;8;9;9;8;9;8;8;8;8;8;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8;8;6;3;8;7;7;7;7;8;8;8;7;7;7;9;7;7;6;9;9;9;9;7;7;8;8;8;8;8
Agronomia, Mencion Agricultura Sostenible;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;7;7;8;7;8;8;8;8;7;7;8;8;8;8;8;9
Administracion de Empresas;7;8;8;8;9;8;7;7;9;8;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;4;7;5;7;7;7;8;8;8;8;8;8;8;8;8;7;8;8;8;8;8;8;8;8;8;8;8
Gestion del Talento Humano;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;5;9;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;8;9;9;9;8;8;8;8;8;8;8;7;7;8;8;7;8;7;8;9;9;9;9;9;8;7;9;9;8;9;8;9;9;9;9;9
Gestion del Talento Humano;3;6;7;5;9;5;9;9;9;9;7;8;9;9;9;9;9;9;9;9;9;9;5;7;5;6;5;5;6;3;3;4;7;2;7;8;6;6;1;5;8;7;3;6;7;6;7;5;4;4;8;9;8;7
MecAnica, Mencion Eficiencia Energetica;8;9;9;9;9;9;9;9;9;8;9;8;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;9;8;7;9;9;5;9;9;9;9;8;8;9;9;7;8;9;8;8;9;9;9;9;9;9;9
Pedagogia, Mencion Bachillerato Tecnico;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;8;7;8;8;8;9;9;7;9;8;8;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;8;7;9;9;8;8;8;9;8;8;8;8;9;9;9;9;9;9;9;9;8;8;8;8;9;8;7;6;7;6;8;9;9;7;9;8;8;9;6;8;8;6;1;9;8;8;8;6;8;8;8;8;9;9
Desarrollo Local;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Desarrollo Local;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;5;9;8;8;5;5;5;9;8;1;9;5;9;9;9;9;9;9;9;9;9;9;9;9;9
Desarrollo Local;8;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;8;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9
Desarrollo Local;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;1;1;9;9;1;9;9;9;9;5;9;7;7;4;7;9;8;8;7;9;9;9;9;9;9
Desarrollo Local;8;9;7;9;9;8;8;9;8;8;8;8;8;9;8;9;9;8;8;9;9;9;9;8;8;8;8;8;9;8;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9
Desarrollo Local;7;6;7;7;9;8;7;8;7;8;7;8;9;9;8;8;8;8;7;8;8;8;9;9;7;9;8;7;8;5;6;8;9;4;8;8;7;8;8;9;9;8;1;8;7;7;7;8;8;7;8;9;9;8
Desarrollo Local;9;9;9;9;9;9;9;9;9;9;8;8;9;9;9;9;9;9;9;9;9;9;9;9;7;8;8;7;8;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;8;7;9;9
Desarrollo Local;6;7;1;9;7;7;7;8;8;7;7;6;9;7;7;7;4;7;7;7;7;1;1;7;7;7;2;1;4;3;3;8;8;4;6;6;5;2;1;9;8;8;3;6;6;5;6;6;6;5;7;7;7;7
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;8;9;9;9;8;8;8;8;8;8;8;7;7;8;8;7;8;7;8;9;9;9;9;9;8;7;9;9;8;9;8;9;9;9;9;9
Desarrollo Local;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;7;7;7;8;6;7;8;8;8;6;8;7;7;3;6;6;4;6;6;7;7;8;7;8;7
Desarrollo Local;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Desarrollo Local;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;6;6;8;3;9;9;9;9;3;9;1;1;4;9;9;9;9;7;9;9;6;9;9;1;5;9;9;9;6;9;9;9;9;9;9
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;9;9;4;9;9;9;5;9;8;8;7;3;6;6;6;7;6;7;7;8;7;5;4;5;9;9;9;8;7;7;7;9;9;9;9;9;5;6;9;9;9;9;1;7;8;9;6;9;9;9;9;9;9;7
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;8;8;9;9;7;9;8;9;9;8;8;8;8;7;8;7;8;8;8;7;8;7;8;7;9;8;7;8;9;9;9;8;8;9;8;8;8;9;8;8;8;9;8;8;8;8;9;8;8;8;9;8;8;8
Educacion, Mencion Comunicacion Educativa;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
MecAnica, Mencion Eficiencia Energetica;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Desarrollo Local;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;7;7;7;8;6;7;8;8;8;6;8;7;7;3;6;6;4;6;6;7;7;8;7;8;7
MatemAtica;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;8;9;9;9;9;9;9;9;9;9
Gestion del Talento Humano;7;7;8;8;9;6;6;8;8;7;6;6;8;7;6;6;6;7;7;7;6;7;7;7;8;8;7;8;6;6;6;8;9;9;8;8;8;8;8;8;8;9;7;8;8;7;7;7;7;9;8;8;8;8
Mantenimiento Industrial, Mencion Gestion Eficiente del Mantenimiento;9;9;9;9;9;8;9;9;4;9;8;8;9;9;9;9;9;8;8;8;8;4;5;9;7;8;4;8;3;8;8;9;9;9;4;7;8;8;9;8;9;8;1;8;5;7;8;6;8;8;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9
Ingenieria Civil, Mencion Construccion de Vivienda Social;6;8;7;7;7;8;6;8;6;6;5;5;5;4;4;4;4;3;3;5;5;5;5;5;6;6;5;6;5;5;5;7;7;7;7;5;5;5;5;5;6;7;6;7;6;7;7;5;6;5;6;6;7;5
